"0,7",9.35832856416
"3,10",0.874890363519
"8,11",1.51626716149
"4,10",-3.83820817666
"3,12",-8.31868087417
"1,7",4.95091922395
"7,9",-9.84938648567
"6,9",-3.54767881973
"6,12",-16.2398999406
"4,9",-1.65553295546
"0,6",-1.72646106209
"5,9",2.42749735254
"2,8",7.83963497481
"6,11",-0.943117409851
"1,8",-3.47782438201
"0,4",0.606143746466
"5,11",-15.3965661413
"2,7",-15.2822926867
"2,6",-0.113976649767
"1,4",-4.0355791927
"4,11",17.6188086087
"2,4",-1.09771325286
"5,10",-2.9572539325
"7,10",3.22487234391
"1,6",2.81017739613
"1,5",-0.0913784976563
"0,5",-0.790733017178
"0,8",-0.35553374683
"7,11",2.50866487523
"4,12",-14.5227104944
"8,9",3.65959101446
"8,12",7.23920972004
"3,11",-4.66981575891
"3,9",1.30614307545
"2,5",1.44606882275
"6,10",11.8661189947
"5,12",4.63190609717
"7,12",13.6465662149
"8,10",-16.0183187296
