"0,7",0.748801018084
"3,10",-0.0258252705499
"8,11",0.277659061627
"4,10",-2.73247318078
"3,12",-0.257241611951
"1,7",0.66209031617
"7,9",-3.75086997301
"6,9",-2.45081029538
"6,12",-1.22924088838
"4,9",-1.40282263805
"0,6",-0.475234546424
"5,9",1.31315231202
"2,8",2.17897310624
"6,11",-0.813200782608
"1,8",-3.12858888333
"0,4",0.876042568778
"5,11",-2.94081812409
"2,7",-3.16066448244
"2,6",-2.2823798185
"1,4",-3.86801275975
"4,11",4.07062931545
"2,4",-1.65896400029
"5,10",-0.334818249693
"7,10",1.7248779459
"1,6",1.71511354977
"1,5",0.976212641191
"0,5",-0.902814563871
"0,8",0.181628064279
"7,11",1.38587195101
"4,12",-0.129006746249
"8,9",0.913254218465
"8,12",0.282053966043
"3,11",-1.50759679572
"3,9",-0.410126940814
"2,5",1.76667617201
"6,10",2.04640550302
"5,12",-0.470550165352
"7,12",-0.369280204562
"8,10",-4.31405722925
